t	P	cov	vg_GRMvarX_ganc.mean	vg_GRMvarX_ganc.CI95l	vg_GRMvarX_ganc.CI95r	vg_GRMvarX_noa.mean	vg_GRMvarX_noa.CI95l	vg_GRMvarX_noa.CI95r	vg_GRMvarX_gcta.mean	vg_GRMvarX_gcta.CI95l	vg_GRMvarX_gcta.CI95r	vg_GRMld_ganc.mean	vg_GRMld_ganc.CI95l	vg_GRMld_ganc.CI95r	vg_GRMld_noa.mean	vg_GRMld_noa.CI95l	vg_GRMld_noa.CI95r
13	0.9	pos	0.13314992	0.13091834	0.13483554	6.26632565	6.15887657	6.40178485	6.27333886	6.18247048	6.38450161	0.9594830	0.9525505	0.9683319	1.5499209	1.5348388	1.5612866
14	0.0	neg	0.99966915	0.98724543	1.01074040	1.00125119	0.99063994	1.01426903	1.00195609	0.99008337	1.01253253	1.0020648	0.9949136	1.0078191	1.0031216	0.9954324	1.0096317
14	0.0	pos	0.99547603	0.97307918	1.01940796	0.99634362	0.96951532	1.02122282	0.99506077	0.97321385	1.01422631	0.9945886	0.9834464	1.0081921	0.9965375	0.9832933	1.0114286
14	0.3	neg	0.98878575	0.97187352	1.00485415	0.98881246	0.96737632	1.01008878	0.99010432	0.96580248	1.00829628	0.9916257	0.9803170	1.0047005	0.9932359	0.9796644	1.0049149
14	0.3	pos	1.02148300	1.00519473	1.03790031	1.03077579	1.01268264	1.04977674	1.03063970	1.01320168	1.04801105	1.0123759	1.0029137	1.0213336	1.0182711	1.0072096	1.0293110
14	0.6	neg	0.91391776	0.90224457	0.93038524	0.91273730	0.89990497	0.93098889	0.91257355	0.90089711	0.92795253	0.9884528	0.9768933	0.9975934	0.9880498	0.9792878	0.9972655
14	0.6	pos	0.93969914	0.92783613	0.95037136	1.39939241	1.36343846	1.43484035	1.39904357	1.35962059	1.43649779	0.9970853	0.9898236	1.0046841	1.0514546	1.0408743	1.0621242
14	0.9	neg	0.14468852	0.14327676	0.14630167	0.12110077	0.11976496	0.12247798	0.12109009	0.11966735	0.12265478	0.9747028	0.9674065	0.9812607	0.9742550	0.9678186	0.9806677
14	0.9	pos	0.14285433	0.14065880	0.14598986	6.22368021	6.06193229	6.35577611	6.22139425	6.06210436	6.36544259	0.9641803	0.9546609	0.9750306	1.5307654	1.5201556	1.5433307
15	0.0	neg	0.97946405	0.96247403	0.99358692	0.98059082	0.96694628	0.99753416	0.97864547	0.96295227	0.99509494	0.9895476	0.9790395	0.9997809	0.9911465	0.9810091	0.9992992
15	0.0	pos	0.99020154	0.96661663	1.00971505	0.99029169	0.96908784	1.01186458	0.98908602	0.97268650	1.00495046	0.9941446	0.9808127	1.0059363	0.9954535	0.9814208	1.0070232
15	0.3	neg	0.99181170	0.97472932	1.00764191	0.99258050	0.97685294	1.01006071	0.99181700	0.97612926	1.00864450	0.9959687	0.9860402	1.0058192	0.9973763	0.9877270	1.0065672
15	0.3	pos	1.00409921	0.98816086	1.02303326	1.00798564	0.99331162	1.02283514	1.00652507	0.99104357	1.02728571	1.0002898	0.9916466	1.0109399	1.0029510	0.9949449	1.0110379
15	0.6	neg	0.94799909	0.93287765	0.96475696	0.94810162	0.93003891	0.96231070	0.94870290	0.93322062	0.96319651	0.9959342	0.9887920	1.0031879	0.9969736	0.9872855	1.0030431
15	0.6	pos	0.95344513	0.94035570	0.96716391	1.27845218	1.24369886	1.31555293	1.27747207	1.24610419	1.31430798	0.9936762	0.9866908	1.0013809	1.0393750	1.0307580	1.0505811
15	0.9	neg	0.15508256	0.15118940	0.15832752	0.13098491	0.12748235	0.13463482	0.13104400	0.12797627	0.13434816	0.9675110	0.9540397	0.9778464	0.9663038	0.9538215	0.9779548
15	0.9	pos	0.15274328	0.15102723	0.15434762	6.07013439	5.89967871	6.23306627	6.07416206	5.94075819	6.19832519	0.9620308	0.9561659	0.9686632	1.4940463	1.4759703	1.5104469
16	0.0	neg	0.98862075	0.97611321	1.00646163	0.99097778	0.97625821	1.00321698	0.99070918	0.97677789	1.00294776	0.9946547	0.9856858	1.0032379	0.9955785	0.9873323	1.0029671
16	0.0	pos	1.00177477	0.98951022	1.01442891	1.00223508	0.98949570	1.01888714	1.00178924	0.98839173	1.01544104	1.0002452	0.9924348	1.0086300	1.0013477	0.9932041	1.0089240
16	0.3	neg	0.98470681	0.96927646	0.99887167	0.98414332	0.96625812	0.99855428	0.98330972	0.96851749	0.99956871	0.9850741	0.9766035	0.9918632	0.9858697	0.9764708	0.9951382
16	0.3	pos	0.98208246	0.96514539	0.99864803	0.98763487	0.97502065	1.00333862	0.98735921	0.97286674	1.00510395	0.9921364	0.9833843	1.0049774	0.9962410	0.9876138	1.0043831
16	0.6	neg	0.95886699	0.94176182	0.97653860	0.95909716	0.93594612	0.97543282	0.95868903	0.94320724	0.97256427	0.9951427	0.9861601	1.0053313	0.9946941	0.9834368	1.0043906
16	0.6	pos	0.97542379	0.96163781	0.99601314	1.20391146	1.17863703	1.22551850	1.20278060	1.17976847	1.22393628	0.9953662	0.9879766	1.0054995	1.0321453	1.0219326	1.0430369
16	0.9	neg	0.16699177	0.16545147	0.16903876	0.14270534	0.14123717	0.14389457	0.14268461	0.14105911	0.14411671	0.9726923	0.9643940	0.9805364	0.9727658	0.9660023	0.9792618
16	0.9	pos	0.16328074	0.16089267	0.16591932	5.99239731	5.85241348	6.12271205	5.98482901	5.84615615	6.13035368	0.9597157	0.9464258	0.9696897	1.4708818	1.4535984	1.4935286
17	0.0	neg	0.99561707	0.98059444	1.00804127	0.99579990	0.97841004	1.00968668	0.99554531	0.98231003	1.00955877	0.9991432	0.9917843	1.0059928	0.9991628	0.9911436	1.0052407
17	0.0	pos	0.99082746	0.97418435	1.00948496	0.98956674	0.97085889	1.00720819	0.99189495	0.97406006	1.01204861	0.9916902	0.9817951	1.0020571	0.9934692	0.9826657	1.0038497
17	0.3	neg	0.99017691	0.97734634	1.00231360	0.99026789	0.97621893	1.00544446	0.99006027	0.97353218	1.00445660	0.9947356	0.9869509	1.0032390	0.9942830	0.9859392	1.0014509
17	0.3	pos	1.01915044	0.99893550	1.04112327	1.01928485	0.99866176	1.03661280	1.01945318	0.99499656	1.04466112	1.0074434	0.9987362	1.0163729	1.0103621	1.0014055	1.0191392
17	0.6	neg	0.97445966	0.95676520	0.98943221	0.97346614	0.95277310	0.98928415	0.97406939	0.95844680	0.98912716	0.9925519	0.9805832	1.0042304	0.9933785	0.9828716	1.0028304
17	0.6	pos	0.97841739	0.96543472	0.99252264	1.13499956	1.10959689	1.16090841	1.13497417	1.11540137	1.15857750	0.9896579	0.9798415	1.0003508	1.0196553	1.0091780	1.0297938
17	0.9	neg	0.18003300	0.17719890	0.18330613	0.15472529	0.15204224	0.15738641	0.15483513	0.15211354	0.15770830	0.9727676	0.9642675	0.9807500	0.9735010	0.9637396	0.9814511
17	0.9	pos	0.17490236	0.17170793	0.17890347	5.97052814	5.84538856	6.09858547	5.95491412	5.82414218	6.11073990	0.9589972	0.9469887	0.9703400	1.4477684	1.4315948	1.4666869
18	0.0	neg	0.99060028	0.97134668	1.00500284	0.99063211	0.97504843	1.00607651	0.99058916	0.97436434	1.00838523	0.9936977	0.9844680	1.0031276	0.9935263	0.9839687	1.0028839
18	0.0	pos	0.99801370	0.97730681	1.01998943	1.00121343	0.98093512	1.02053062	1.00166367	0.98223305	1.02337680	0.9999354	0.9876505	1.0111889	0.9997215	0.9884305	1.0156921
18	0.3	neg	0.99682016	0.98270169	1.01325723	0.99385982	0.97866703	1.01086058	0.99369244	0.97295185	1.00959518	0.9980210	0.9847292	1.0124181	0.9988926	0.9874992	1.0117195
18	0.3	pos	1.01634464	1.00654866	1.02592691	1.01793771	1.00944499	1.02622767	1.01843990	1.00981762	1.03007689	1.0085181	1.0033484	1.0143507	1.0102798	1.0045704	1.0156147
18	0.6	neg	0.98540973	0.97084842	1.00164750	0.98619386	0.97099128	0.99955728	0.98653196	0.97198721	0.99904844	0.9980379	0.9879443	1.0087284	0.9971951	0.9849750	1.0064436
18	0.6	pos	0.98116143	0.97006778	0.99472627	1.09145560	1.07652658	1.10832419	1.09000850	1.07376833	1.10415189	0.9936068	0.9866695	0.9990234	1.0184850	1.0109133	1.0255101
18	0.9	neg	0.19026565	0.18699560	0.19294761	0.16631128	0.16336212	0.16943550	0.16633764	0.16336299	0.16987024	0.9670847	0.9593406	0.9750537	0.9681186	0.9582801	0.9774231
18	0.9	pos	0.19318787	0.18986680	0.19654141	5.92831431	5.80617895	6.05276409	5.92315296	5.81078108	6.04284341	0.9777996	0.9696661	0.9866422	1.4455169	1.4344738	1.4595518
19	0.0	neg	0.98222160	0.96916747	0.99593370	0.98257247	0.96598660	0.99666816	0.98205062	0.96357719	1.00424219	0.9902490	0.9784793	1.0026711	0.9914979	0.9805856	1.0031999
19	0.0	pos	0.98964823	0.97523731	1.00862416	0.99142476	0.97441828	1.01172757	0.99095866	0.97500644	1.01648205	0.9910586	0.9814703	1.0028904	0.9924360	0.9831882	1.0051058
19	0.3	neg	0.99562648	0.98714790	1.00442607	0.99673564	0.98685043	1.00716212	0.99601366	0.98746397	1.00645913	0.9996781	0.9941387	1.0058651	1.0006408	0.9953836	1.0066325
19	0.3	pos	1.01005254	0.98250761	1.03510112	1.01156679	0.98552852	1.03687496	1.01096887	0.98102177	1.03278491	1.0026501	0.9835940	1.0158920	1.0044135	0.9857345	1.0158090
19	0.6	neg	0.97723364	0.95744949	0.99441988	0.97707436	0.95723008	0.99098873	0.97721102	0.96031723	0.99485232	0.9905472	0.9802723	0.9992119	0.9918153	0.9824037	1.0013545
19	0.6	pos	1.00488625	0.98788966	1.02369563	1.08348412	1.06333920	1.10971574	1.08450489	1.05128169	1.11444546	1.0027530	0.9938573	1.0133672	1.0252784	1.0144321	1.0374499
19	0.9	neg	0.20660113	0.20338078	0.20976700	0.18251678	0.18005699	0.18492128	0.18261574	0.17938970	0.18463757	0.9767065	0.9681559	0.9850247	0.9760728	0.9662433	0.9848600
19	0.9	pos	0.20614582	0.20362971	0.20982689	5.75762637	5.63698023	5.87080170	5.76367973	5.62822342	5.87930110	0.9746368	0.9666563	0.9860583	1.4165654	1.4037254	1.4288745
20	0.0	neg	0.98877116	0.97023439	1.00648191	0.98788846	0.96780463	1.00554517	0.98849340	0.96946752	1.00785830	0.9939710	0.9823239	1.0041498	0.9942405	0.9817256	1.0064421
20	0.0	pos	0.99877633	0.98148663	1.01734745	0.99907781	0.97908694	1.01597987	0.99908564	0.98254112	1.01425069	0.9986275	0.9899264	1.0064437	0.9991913	0.9902819	1.0066373
20	0.3	neg	1.00117230	0.98463129	1.01970954	1.00005844	0.98205371	1.01921897	1.00071880	0.98474395	1.01452715	1.0010700	0.9914268	1.0131136	1.0015618	0.9903122	1.0112144
20	0.3	pos	1.00001951	0.98890989	1.01188625	1.00159542	0.99226871	1.01121652	1.00154241	0.99458286	1.01155429	0.9945560	0.9887627	0.9997405	0.9957281	0.9900049	1.0000880
20	0.6	neg	0.99401964	0.97777894	1.00796570	0.99620954	0.98226417	1.01379071	0.99510206	0.98166237	1.01096329	1.0003504	0.9884265	1.0105704	1.0008767	0.9900584	1.0107412
20	0.6	pos	0.99349804	0.98537272	1.00346918	1.05089318	1.04285039	1.06073280	1.05055127	1.04087629	1.05961881	0.9961044	0.9893467	1.0036532	1.0142692	1.0078184	1.0196979
20	0.9	neg	0.22153296	0.21694195	0.22571112	0.19603073	0.19216746	0.19955675	0.19550497	0.19218306	0.20062198	0.9774957	0.9688110	0.9880845	0.9776911	0.9681261	0.9883819
20	0.9	pos	0.22004604	0.21631673	0.22365823	5.58482175	5.49623367	5.66192249	5.57984129	5.49322910	5.67277945	0.9758842	0.9648873	0.9856833	1.3895068	1.3741839	1.4029934
