t	P	cov	va.term4	va.term1	va.term2	va.term3	exp.vg	var.pheno	vg_HEreg	vg_HEreg_new	vg_HEreg_cov	vg_123	vg_HEreg_noa	vg_HEreg_a
0	0	neg	-0.120418798	0.938770132	0.060229868	0.060229868	0.93881107	1.177903337	0.02146585	0.025284696	0.036363284	0.938770132	0.0253035885025372	0.0368845143927932
0	0	pos	1.011618008	0.938770132	0.060229868	0.060229868	2.070847876	2.588355296	2.322154	6.010559603	0.036363284	0.938770132	6.01071010856287	0.0361399449821537
0	0.3	neg	-0.120418798	0.938770132	0.060229868	0.060229868	0.93881107	1.177903337	0.02146585	0.025284696	0.036363284	0.938770132	0.0253035885025379	0.0368845143927924
0	0.3	pos	1.011618008	0.938770132	0.060229868	0.060229868	2.070847876	2.588355296	2.322154	6.010559603	0.036363284	0.938770132	6.01071010856287	0.036139944982153
0	0.6	neg	-0.120418798	0.938770132	0.060229868	0.060229868	0.93881107	1.177903337	0.02146585	0.025284696	0.036363284	0.938770132	0.025303588502538	0.0368845143927933
0	0.6	pos	1.011618008	0.938770132	0.060229868	0.060229868	2.070847876	2.588355296	2.322154	6.010559603	0.036363284	0.938770132	6.01071010856287	0.036139944982153
0	0.9	neg	-0.120418798	0.938770132	0.060229868	0.060229868	0.93881107	1.177903337	0.02146585	0.025284696	0.036363284	0.938770132	0.025303588502538	0.0368845143927933
0	0.9	pos	1.011618008	0.938770132	0.060229868	0.060229868	2.070847876	2.588355296	2.322154	6.010559603	0.036363284	0.938770132	6.01071010856287	0.036139944982156
1	0	neg	-0.060209399	0.938770132	0.060229868	0.030114934	0.968905535	1.206445245	0.08191402	0.09882478	0.694580564	0.968885066	0.098926399433698	0.118389699141017
1	0	pos	0.505809004	0.938770132	0.060229868	0.030114934	1.534923938	1.915245028	2.975094	5.698033991	0.694522752	0.968885066	5.69864855165001	0.113390398266019
1	0.3	neg	-0.078272219	0.938770132	0.060229868	0.039149414	0.959877195	1.201971111	0.04988363	0.059958682	0.440867836	0.959850586	0.0600005802743992	0.0764212993449677
1	0.3	pos	0.657551705	0.938770132	0.060229868	0.039149414	1.695701119	2.111175485	2.746288	5.7978959	0.440215764	0.959850586	5.79874109528537	0.0768898174005126
1	0.6	neg	-0.096335039	0.938770132	0.060229868	0.048183894	0.950848856	1.183330465	0.03344821	0.039580286	0.180480981	0.950816106	0.0396019153548867	0.0529799597746014
1	0.6	pos	0.809294406	0.938770132	0.060229868	0.048183894	1.856478301	2.315216094	2.562846	5.933542305	0.181237421	0.950816106	5.93393038383395	0.0538747205083824
1	0.9	neg	-0.114397858	0.938770132	0.060229868	0.057218374	0.941820516	1.176678655	0.02388141	0.028100745	0.044893767	0.941781626	0.0281212270451358	0.0398524509725962
1	0.9	pos	0.961037108	0.938770132	0.060229868	0.057218374	2.017255482	2.529909227	2.38082	6.023258485	0.044693619	0.941781626	6.02387758323141	0.0393832347203567
2	0	neg	-0.0301047	0.938770132	0.060229868	0.015057467	0.983952767	1.229737113	0.2541445	0.312530924	0.784461496	0.983942533	0.312706854425899	0.335762629446268
2	0	pos	0.252904502	0.938770132	0.060229868	0.015057467	1.266961969	1.580574178	2.900607	4.584624525	0.784595548	0.983942533	4.58478755791745	0.320063166500866
2	0.3	neg	-0.050876942	0.938770132	0.060229868	0.025447119	0.973570177	1.215261887	0.1106433	0.134460585	0.501684901	0.973552881	0.134570197888279	0.155748181609543
2	0.3	pos	0.427408608	0.938770132	0.060229868	0.025447119	1.451855728	1.770485045	3.014247	5.336679236	0.497239337	0.973552881	5.33650703879404	0.152493966020177
2	0.6	neg	-0.077068031	0.938770132	0.060229868	0.038547115	0.960479085	1.200100841	0.05040466	0.060490675	0.208036073	0.960452885	0.0605383119022915	0.0773113420402542
2	0.6	pos	0.647435525	0.938770132	0.060229868	0.038547115	1.684982641	2.100050932	2.79562	5.870944387	0.201913304	0.960452885	5.87228320697458	0.0770240230621082
2	0.9	neg	-0.108677965	0.938770132	0.060229868	0.054357456	0.94467949	1.177285552	0.02692279	0.031695812	0.049128955	0.944642544	0.0317130964595955	0.0429887852255493
2	0.9	pos	0.912985252	0.938770132	0.060229868	0.054357456	1.966342708	2.463835308	2.428697	5.983909421	0.048621004	0.944642544	5.98424937659976	0.0425379835811502
3	0	neg	-0.01505235	0.938770132	0.060229868	0.007528733	0.991476384	1.242829025	0.5166536	0.64211209	0.897816737	0.991471267	0.642632755594051	0.652348892333012
