t	P	cov	vg_zeros	vg_123	vg_zeros_noa	vg_zeros_gcta	var.pheno	vg_HEreg_new	vg_zero_adj	vg.term1	vg.term2	vg.term3	vg.term4	vg.sum	var.pheno.j
6	0	zero	0.982990017	0.998058908	0.988267731040967	0.7962867	1.27165615889396	1.01260288630035	0.982990016823182	0.938770401614509	0.0602298653930586	0.000971978246636893	1.88126746294564e-05	0.999991057928834	1.24587828337068
6	0.3	zero	0.832104496	0.99445753	0.953442819788743	0.7571071	1.26608849748681	0.958564590675596	0.832104495554939	0.938770103244741	0.060229862970237	0.00458955595762683	8.88310239691734e-05	1.00367835319657	1.26373240532864
6	0.6	zero	0.307898166	0.983211102	0.719599146748056	0.5680643	1.23825518827888	0.70340856675101	0.307898166398908	0.938769029725618	0.0602298642777614	0.0158417133755952	0.000306616943680958	1.01514722432265	1.26974500122009
6	0.9	zero	0.061958702	0.954725513	0.679218984321154	0.518011	1.26160476702639	0.653525146972107	0.0619587019285452	0.938770006746348	0.0602298667941997	0.0443679853395218	0.00085874398428665	1.04422660286435	1.31203782846266
7	0	zero	0.971298828	0.998529454	0.970636862353743	0.7925794	1.23623209748917	0.979812094088708	0.971298828099621	0.938769953090793	0.0602298647027599	0.000501871034340788	9.71373228533697e-06	0.999511402560179	1.22983012511748
7	0.3	zero	0.899908726	0.996047395	0.963708914149718	0.7762439	1.24036938777999	0.962829171010952	0.899908726050652	0.938769709090627	0.0602298640644599	0.00300011521333016	5.80673400403243e-05	1.00205775570846	1.24620361311407
7	0.6	zero	0.402307426	0.986368881	0.780156835522853	0.6198431	1.26713789505185	0.785426680996413	0.402307425593542	0.938769373080366	0.0602298662620465	0.0126668820571347	0.000245167967014799	1.01191128936656	1.26224774238696
7	0.9	zero	0.06763889	0.956939237	0.665405961700963	0.5092377	1.28406240123308	0.653892983860411	0.0676388901698291	0.938770251766581	0.0602298668607376	0.0422619104802456	0.000817980828104983	1.04208000993567	1.30722575404528
8	0	zero	0.998123436	0.998764727	0.99482873296218	0.799214	1.292376963439	1.03288576245794	0.998123436340891	0.938769751933466	0.0602298658773752	0.000265682744324945	5.14229926538002e-06	0.999270442854431	1.25061646340658
8	0.3	zero	0.949033891	0.997080807	0.976033566632787	0.7862755	1.30946488835604	1.02960015982459	0.949033890879278	0.938770093044065	0.0602298663260139	0.00195623709186307	3.78630406952333e-05	1.00099405950264	1.2469988151282
8	0.6	zero	0.514384383	0.988895105	0.837080683648535	0.6625211	1.26971319593282	0.841211783253927	0.514384383024616	0.938769512115577	0.0602298661186111	0.0101266619685186	0.00019600191398872	1.0093220421167	1.26673352667456
8	0.9	zero	0.072077259	0.959042275	0.656424624806014	0.508082	1.26490596160046	0.642675950781885	0.0720772587461936	0.938769957375077	0.0602298672235281	0.0402214873453475	0.000778488363457683	1.03999980030741	1.29252926717223
9	0	zero	1.008278179	0.998882364	1.00484469737934	0.8034189	1.26939818263459	1.01985849155428	1.00827817942382	0.938770179545796	0.0602298660071675	0.000147542619465284	2.85569281368395e-06	0.999150443865243	1.25559400175729
9	0.3	zero	0.967314392	0.997752524	0.977503558101634	0.790259	1.26932459770533	1.00309518725802	0.967314391627953	0.938769519460064	0.0602298645789052	0.00128180814607067	2.4809443701905e-05	1.00030600162874	1.24282760375914
9	0.6	zero	0.608749377	0.990916084	0.859475794698382	0.686847	1.2895457340409	0.88572061878879	0.608749376606531	0.938770373154623	0.0602298641409699	0.00810931791626868	0.000156956145832939	1.00726651135769	1.25480614440678
9	0.9	zero	0.080366204	0.961040161	0.68328176953057	0.5247228	1.27787712077685	0.670531260869967	0.0803662041673288	0.938770163326722	0.0602298663637952	0.038158498793655	0.00073855914434031	1.03789708762851	1.30334634913197
10	0	zero	1.002921829	0.9989412	0.999530338801998	0.8002861	1.24123678429151	0.993344545277194	1.00292182919123	0.938769830580676	0.0602298667573692	8.92528896726524e-05	1.72749295466244e-06	0.999090677720673	1.25381483908914
10	0.3	zero	0.990083884	0.998189141	0.990412217047213	0.7967429	1.25175880897799	0.99732994356567	0.990083884323672	0.938769670022039	0.0602298638506027	0.000844200350059975	1.63395287525242e-05	0.999860073751454	1.24818397285033
10	0.6	zero	0.7153296	0.992532867	0.893514906105267	0.707795	1.30377335371229	0.92280426089079	0.71532959998024	0.938769529762747	0.0602298655216628	0.00651583767376377	0.000126114277268044	1.00564134723544	1.26720503465262
10	0.9	zero	0.08715497	0.962938153	0.678134853132396	0.5238634	1.30222774483985	0.682189453986136	0.0871549697500233	0.938770234935466	0.0602298669920763	0.0361822482128225	0.000700308741831698	1.0358826588822	1.29491914125725
11	0	zero	0.992928825	0.9989706	0.989465224806859	0.7976945	1.29623116260275	1.03399646913682	0.992928825219187	0.938769914940265	0.0602298659805499	5.95686072603139e-05	1.15295257933567e-06	0.999060502480655	1.24506821094098
11	0.3	zero	0.99652861	0.998472941	0.995827405545121	0.7989123	1.32933115278078	1.06201900872974	0.996528610275556	0.938769971962043	0.0602298653080678	0.000559788377652968	1.0834724590365e-05	0.999570460372355	1.25157739171511
11	0.6	zero	0.784523183	0.993826294	0.931542705145149	0.7442387	1.29549515374728	0.964157629081176	0.784523183371481	0.938769312386345	0.0602298668660718	0.00522517232455301	0.000101133402074356	1.00432548497905	1.25675169446062
11	0.9	zero	0.095516476	0.964741246	0.644631213480899	0.4984525	1.29783623544528	0.646909716148288	0.0955164759459194	0.938769552102227	0.0602298674699581	0.0344050851054792	0.000665911684677791	1.03407041636234	1.29360702013115
12	0	zero	0.984242724	0.9989853	0.98028544447803	0.7966879	1.27874131033711	1.01875772917572	0.984242723853589	0.93877023921975	0.0602298631718782	4.47334112354078e-05	8.65816815910471e-07	0.999045701619679	1.23526337886185
12	0.3	zero	0.987592136	0.998657412	0.986156183580883	0.7956592	1.26390536489119	1.00563793150503	0.987592136253787	0.938768615986207	0.0602298649315115	0.000374023270361837	7.23923412227464e-06	0.999379743422202	1.24378434404763
12	0.6	zero	0.851056943	0.994861035	0.949716111982066	0.756752	1.26122039735889	0.954431058142135	0.85105694302328	0.938769775701041	0.0602298649680457	0.00418429446591372	8.09871729263887e-05	1.00326492230793	1.25953342241119
12	0.9	zero	0.101761524	0.966454183	0.670904368001072	0.5231186	1.2813260699635	0.670285499862808	0.101761523967487	0.938769942074063	0.0602298674778527	0.0327092037712345	0.000633087839224763	1.03234210116237	1.28361256323812
13	0	zero	0.994081275	0.99899265	0.990380777490322	0.8004803	1.28311397980709	1.02710746349017	0.994081274610983	0.938769107148748	0.0602298640611805	3.74186783932259e-05	7.24239893343011e-07	0.999037114128215	1.242258127897
13	0.3	zero	1.005097652	0.998777318	1.00264407647756	0.8021163	1.25869627246747	1.0096207968954	1.00509765188027	0.938771139123371	0.0602298657879485	0.000253554039316731	4.90754773489497e-06	0.99925946649837	1.25513722647053
13	0.6	zero	0.902338176	0.995688828	0.968209865664567	0.7712282	1.29380986362561	0.997822652266225	0.902338176073447	0.938769244449844	0.0602298657615583	0.00335141122325287	6.48666872028448e-05	1.00241538812186	1.26008844956267
13	0.9	zero	0.11256584	0.968081474	0.680984003397446	0.5266737	1.26482431994433	0.666149704435064	0.112565840492915	0.938770258295013	0.0602298670588737	0.0311315852330778	0.000602552974529558	1.03073426356149	1.29382059488446
14	0	zero	0.991266313	0.99899632	0.987608397973155	0.798222	1.2384102469605	0.988526304149304	0.991266313243022	0.938769431734252	0.0602298640262883	3.36851264964724e-05	6.51976859382282e-07	0.999033632863896	1.24222483890112
14	0.3	zero	0.989744887	0.998855257	0.986419203407438	0.7963617	1.24703220710951	0.993088688408481	0.989744887495372	0.938769789981987	0.0602298624793107	0.000175632480505383	3.39937310484528e-06	0.999178684314908	1.24389796435603
14	0.6	zero	0.909664925	0.996351062	0.958031132071832	0.7762636	1.26395221474811	0.981160096448341	0.909664924914791	0.938770267373615	0.0602298636718587	0.00268766707541426	5.20198948659806e-05	1.00173981801575	1.23957788532901
14	0.9	zero	0.121762049	0.9696274	0.676925800579418	0.5271969	1.22483425379873	0.645728821616504	0.121762048944623	0.938770125686228	0.0602298667701836	0.0295647584720372	0.000572226985076428	1.02913697791353	1.28493278487526
15	0	zero	1.009063409	0.99899816	1.00566667400831	0.8048454	1.26243668168626	1.01606635604645	1.00906340905975	0.938770521982483	0.0602298664570634	3.18773461830007e-05	6.1698720508029e-07	0.999032882772935	1.25381404173674
15	0.3	zero	0.999577972	0.9989059	0.995586376304462	0.7999546	1.27385639638454	1.01902728402724	0.999577971980921	0.938770666424053	0.0602298655125087	0.000124251687220745	2.40489596545271e-06	0.999127188519748	1.24974864986438
15	0.6	zero	0.95044161	0.99688085	0.980097506110451	0.7857594	1.24719887388203	0.97999823882222	0.950441609674274	0.938769963087455	0.0602298653768059	0.00215792147713182	4.17666493727229e-05	1.00119951659077	1.2528327604604
15	0.9	zero	0.132386857	0.97109603	0.670398226153587	0.5231308	1.30377335371229	0.682043997546193	0.132386856602214	0.938769629831376	0.0602298671698117	0.028007053395487	0.000542077546161321	1.02754862794284	1.28208406980428
16	0	zero	0.996357192	0.998999081	0.992483301661383	0.7997057	1.27068283946741	1.01617230961427	0.9963571918784	0.938769958089124	0.0602298644773967	3.09708343603308e-05	5.99441635488942e-07	0.999031392842517	1.24625994358239
16	0.3	zero	0.987733876	0.9989388	0.984320643471493	0.7947683	1.27011334117223	1.00944582097077	0.987733876376438	0.938769904841596	0.0602298665224583	9.13602026391813e-05	1.76828007445541e-06	0.999092899846768	1.24382642933858
16	0.6	zero	0.968628948	0.99730468	0.983470541093138	0.7881055	1.30370938567638	1.02746053725318	0.968628947841426	0.938769601269484	0.0602298647511315	0.00173247496441561	3.35321165077533e-05	1.00076547310154	1.25293182378193
16	0.9	zero	0.143491024	0.972491229	0.715303487375242	0.5568144	1.3127499847829	0.7309580951269	0.143491023615221	0.938769713884945	0.0602298666425485	0.0266462949613946	0.000515740016737751	1.02616161550563	1.28421568531478
17	0	zero	0.987139027	0.99899954	0.983265209614253	0.7963796	1.29516182513763	1.03144045623838	0.987139026643239	0.938769915552306	0.0602298658338088	3.05327060747293e-05	5.90961646444433e-07	0.999030905053836	1.23944852106785
17	0.3	zero	1.000186925	0.9989602	0.995794562994017	0.7994293	1.33681686278615	1.06869056884533	1.000186925148	0.938769956865043	0.0602298662608377	6.99041070155992e-05	1.35299655635036e-06	0.999071080229453	1.25077423831374
17	0.6	zero	0.974771076	0.997643744	0.986630592988528	0.7933328	1.32828233299666	1.05376994242677	0.974771075748684	0.938770017559064	0.0602298648343375	0.00139336999523039	2.69687273860452e-05	1.00042022111602	1.24898454303984
17	0.9	zero	0.154126505	0.973816667	0.702191160475074	0.5522077	1.31613553095796	0.726780174438574	0.154126504626742	0.938769976756361	0.0602298660121129	0.0252956370964457	0.000489597984200584	1.02478507784912	1.27258159350846
18	0	zero	0.997174823	0.99899977	0.993375498258428	0.7995975	1.29234349208543	1.03335462541278	0.997174823334416	0.938770881964333	0.0602298666368737	3.0243993801519e-05	5.8537360980243e-07	0.999031577968618	1.24689365047965
18	0.3	zero	1.007508931	0.9989742	1.00433018123926	0.803829	1.29620992807811	1.0419311302771	1.00750893074944	0.938769113779187	0.0602298642210735	5.59463461033311e-05	1.0828435817269e-06	0.999056007189945	1.25377196043751
18	0.6	zero	0.972090532	0.997914995	0.981333910649583	0.7937205	1.3165245669463	1.0449525375389	0.972090532339729	0.938771156770539	0.060229864814561	0.00112002290806382	2.16780844837299e-05	1.00014272257765	1.2416648751949
18	0.9	zero	0.169340531	0.975075834	0.692706171934851	0.5408421	1.2990304830696	0.702570374427377	0.169340530569178	0.938770339696407	0.0602298662495795	0.0240587632597575	0.000465658245705598	1.02352462745145	1.28184587712956
19	0	zero	0.991214471	0.998999885	0.987648045927943	0.7982386	1.28506717856665	1.02579022552499	0.991214471498169	0.938769972472077	0.0602298662990797	3.0172848570199e-05	5.83996591239626e-07	0.999030595616318	1.2421051611402
19	0.3	zero	0.992808481	0.9989832	0.989034226272294	0.797749	1.24610126309827	0.994076036535382	0.992808480879543	0.938769534863084	0.0602298657015638	4.68840698764327e-05	9.07442892823843e-07	0.999047192077417	1.24489177395756
19	0.6	zero	0.990070018	0.998131996	0.993362994548006	0.7979901	1.25484031019106	1.00135014461339	0.990070018481169	0.938769288720777	0.0602298648916595	0.000902212841190527	1.74623626470681e-05	0.999918828816274	1.24993019157993
19	0.9	zero	0.18258392	0.976272042	0.709099144421568	0.5543546	1.29551572721895	0.71817510275617	0.182583920361659	0.93877051137378	0.0602298664759468	0.0229133542273438	0.000443488811853557	1.02235722088893	1.28052391306552
20	0	zero	0.98766913	0.998999943	0.983962468569686	0.7966547	1.27399983040435	1.01493795269083	0.987669129535483	0.93876967818258	0.0602298646833264	3.00921299199709e-05	5.82434278802569e-07	0.999030217430105	1.23988402710301
20	0.3	zero	1.004961233	0.9989891	1.00116176599976	0.8028837	1.30490442919687	1.04768649625997	1.0049612333073	0.938769349312791	0.0602298652780179	4.09494799256857e-05	7.92578686563111e-07	0.999040956649422	1.25205570544639
20	0.6	zero	0.996429238	0.998305597	0.996327853580306	0.7980063	1.25522647908688	1.00167863823815	0.996429238274997	0.938768965053333	0.0602298646834124	0.000728174962249427	1.40938531140119e-05	0.999741098552109	1.2534339702683
20	0.9	zero	0.193487228	0.97740844	0.738957584651136	0.5825789	1.29015924858769	0.751619555867043	0.193487227907114	0.938769939217874	0.0602298672473876	0.0217452255172485	0.000420879637806311	1.02116591162032	1.2695591890383
