t	P	cov	tau2_dicker1	tau2_dicker2	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	var.prs.geno	var.pheno	vg_HEreg	vg_HEreg_new	vg_HEreg_cov	vg_123	vg_HEreg_noa	vg_HEreg_a
9	0	neg	0.999387628	0.999470213	0.5	0.000488281	-0.000235193	0.938770132	0.060229868	0.000117636	0.998882443	0.999868344	1.250383064	0.7985818	0.998533158	1.008796379	0.998882364	0.999140460670865	0.998604049501706
9	0	pos	0.999060715	0.998944155	0.5	0.000488281	0.001975816	0.938770132	0.060229868	0.000117636	1.001093453	1.000181724	1.247064428	0.8001831	0.99787988	1.009008406	0.998882364	0.998405352692308	0.992982854834032
9	0.3	neg	0.986652531	0.973115797	0.5	0.005177978	-0.002494104	0.938770132	0.060229868	0.001247476	0.997753372	0.992374462	1.244859824	0.7790747	0.969838794	0.977054361	0.997752524	0.970570768968917	0.969976586327917
9	0.3	pos	1.12205244	1.106780108	0.5	0.005177978	0.020952544	0.938770132	0.060229868	0.001247476	1.02120002	1.019049912	1.276801102	0.8644989	1.103793148	0.97789792	0.997752524	1.10412391429562	0.978580577038312
9	0.6	neg	0.954313823	0.601767185	0.5	0.033554432	-0.016162337	0.938770132	0.060229868	0.008083916	0.990921579	0.982779524	1.223113531	0.4761368	0.582369363	0.657964643	0.990916084	0.582916665900163	0.595439417880445
9	0.6	pos	4.989767083	3.174267132	0.5	0.033554432	0.135777071	0.938770132	0.060229868	0.008083916	1.142860987	1.146490727	1.436852744	2.182051	3.135285967	0.658421841	0.990916084	3.1344207381566	0.618277313567197
9	0.9	neg	0.916101098	0.080315623	0.5	0.157562352	-0.075893876	0.938770132	0.060229868	0.037959839	0.961065962	0.959645873	1.198947932	0.05342311	0.064051527	0.084535759	0.961040161	0.0640816170540689	0.0797513976742254
9	0.9	pos	75.29866513	6.544204407	0.5	0.157562352	0.637571652	0.938770132	0.060229868	0.037959839	1.674531491	1.674899871	2.087935382	2.766557	5.776392246	0.08440462	0.961040161	5.77801774298384	0.0785703200889055
10	0	neg	0.977188725	0.977252441	0.5	0.000244141	-0.000117596	0.938770132	0.060229868	5.88e-05	0.998941222	0.986295726	1.235522916	0.7902738	0.97640139	1.003570094	0.9989412	0.977154357016468	0.976569821271206
10	0	pos	1.007029428	1.007252569	0.5	0.000244141	0.000987908	0.938770132	0.060229868	5.88e-05	1.000046726	1.003643889	1.251395848	0.8045378	1.006795262	1.003640214	0.9989412	1.00710882049076	1.00362798145552
10	0.3	neg	1.004194231	0.998298228	0.5	0.003365686	-0.001621167	0.938770132	0.060229868	0.000810859	0.998189692	1.003446191	1.252253463	0.7956025	0.996295986	0.992964143	0.998189141	0.996947124899996	0.995838071860045
10	0.3	pos	1.046381081	1.040470208	0.5	0.003365686	0.013619154	0.938770132	0.060229868	0.000810859	1.013430013	1.004642841	1.258272595	0.824863	1.037902507	0.992418056	0.998189141	1.03841919128524	0.97563355074492
10	0.6	neg	0.966673362	0.699309517	0.5	0.026843546	-0.01292987	0.938770132	0.060229868	0.006467133	0.992537263	0.990480434	1.230275252	0.5551854	0.683030858	0.754920781	0.992532867	0.6836416931823	0.691619652169743
10	0.6	pos	3.546081299	2.590468957	0.5	0.026843546	0.108621657	0.938770132	0.060229868	0.006467133	1.114088789	1.114067067	1.392615498	1.843799	2.567703063	0.755566277	0.992532867	2.56887206290575	0.707773279945347
10	0.9	neg	0.912455676	0.086192127	0.5	0.149684235	-0.072099183	0.938770132	0.060229868	0.036061847	0.962962664	0.961193854	1.198176462	0.05792042	0.069398884	0.0916769	0.962938153	0.0694449132934072	0.0859458745449048
10	0.9	pos	67.40552977	6.409236485	0.5	0.149684235	0.60569307	0.938770132	0.060229868	0.036061847	1.640754917	1.629767471	2.029951578	2.806667	5.697398106	0.092508348	0.962938153	5.69836660549177	0.0854231637736283
11	0	neg	0.995314287	0.995521023	0.5	0.00012207	-5.88e-05	0.938770132	0.060229868	2.94e-05	0.998970611	0.999568805	1.245913517	0.7984043	0.994742709	0.993513391	0.9989706	0.995582417851765	0.994770859723072
11	0	pos	1.012560921	1.012842343	0.5	0.00012207	0.000493954	0.938770132	0.060229868	2.94e-05	0.999523363	1.004955901	1.254478992	0.8065303	1.011775317	0.993429304	0.9989706	1.0122703575617	1.0094624341578
11	0.3	neg	0.990943125	0.98856895	0.5	0.002187696	-0.001053759	0.938770132	0.060229868	0.000527059	0.9984733	0.99708409	1.243668588	0.7930863	0.986336519	0.998846668	0.998472941	0.987072977953459	0.986580289105202
11	0.3	pos	1.037625898	1.035421037	0.5	0.002187696	0.00885245	0.938770132	0.060229868	0.000527059	1.008379508	1.010947968	1.264413605	0.8175819	1.033761678	0.998809225	0.998472941	1.03427758544449	1.00257658257755
11	0.6	neg	0.982171497	0.786056946	0.5	0.021474836	-0.010343896	0.938770132	0.060229868	0.005173706	0.99382981	0.9951233	1.240353296	0.6233657	0.7731937	0.814254853	0.993826294	0.773755696208042	0.778619826248119
11	0.6	pos	2.681855925	2.165325397	0.5	0.021474836	0.086897325	0.938770132	0.060229868	0.005173706	1.091071031	1.087188903	1.352695657	1.590928	2.152041396	0.816782471	0.993826294	2.1519020711551	0.772285720319868
11	0.9	neg	0.92207799	0.094527955	0.5	0.142200023	-0.068494223	0.938770132	0.060229868	0.034258754	0.964764531	0.973304436	1.216727072	0.06314174	0.076826264	0.097608203	0.964741246	0.0768821458514388	0.0956632777079094
11	0.9	pos	62.09645367	6.386153918	0.5	0.142200023	0.575408416	0.938770132	0.060229868	0.034258754	1.608667171	1.600524325	2.000166532	2.854732	5.709939404	0.098637855	0.964741246	5.71106055358071	0.092708537012126
12	0	neg	0.984965818	0.985212168	0.5	6.1e-05	-2.94e-05	0.938770132	0.060229868	1.47e-05	0.998985305	0.991589828	1.239815359	0.7940307	0.984451457	0.984116651	0.9989853	0.985141649079291	0.984565645561601
12	0	pos	0.995160105	0.995409994	0.5	6.1e-05	0.000246977	0.938770132	0.060229868	1.47e-05	0.999261682	0.995909699	1.245527907	0.7982579	0.994252492	0.984355602	0.9989853	0.994674865655695	0.992509021069115
12	0.3	neg	0.989858605	0.988910585	0.5	0.001422002	-0.000684943	0.938770132	0.060229868	0.000342588	0.998657645	0.995860177	1.244451608	0.7937267	0.987754468	0.989525382	0.998657412	0.988316153749521	0.987740425143283
12	0.3	pos	1.017085494	1.016196498	0.5	0.001422002	0.005754092	0.938770132	0.060229868	0.000342588	1.00509668	1.00498663	1.259033441	0.8061475	1.014966661	0.989680706	0.998657412	1.01530928865359	0.993967039670704
