t	P	cov	tau2_dicker1	tau2_dicker2	exp.theta	exp.var.theta	va.term4	va.term1	va.term2	va.term3	exp.vg	var.prs.geno	var.pheno	vg_HEreg	vg_HEreg_new	vg_HEreg_cov	vg_123	vg_HEreg_noa	vg_HEreg_a
12	0	pos	4.203304077	2.849084276	0.362719686	0.029685385	0.12012108	0.935969428	0.055689527	0.007151787	1.118931823	1.133562552	1.420808843	1.992781	2.831360867	0.8705286	0.984507168	2.82000759693369	0.671015331055257
12	0.3	neg	0.959447028	0.480946599	0.362719686	0.04353374	-0.020969122	0.935969428	0.055689527	0.010488126	0.981177959	0.98678659	1.234073145	0.3728983	0.460183778	0.7344849	0.981170829	0.457820906555938	0.492425535967822
12	0.3	pos	7.831010431	3.897160754	0.362719686	0.04353374	0.17615806	0.935969428	0.055689527	0.010488126	1.178305141	1.172511492	1.46889757	2.555672	3.754020391	0.745385459	0.981170829	3.81618522727658	0.494362009964574
12	0.6	neg	0.927429045	0.237295884	0.362719686	0.076178216	-0.036693157	0.935969428	0.055689527	0.018352815	0.973318614	0.96723343	1.212293035	0.1766355	0.214133986	0.45530733	0.97330614	0.213418273495785	0.256822924940956
12	0.6	pos	20.14186878	5.17010889	0.362719686	0.076178216	0.308253019	0.935969428	0.055689527	0.018352815	1.318264789	1.311058175	1.6315533	2.950691	4.814209638	0.451944818	0.97330614	4.90045648263759	0.264500154908693
12	0.9	neg	0.883079424	0.0661149	0.362719686	0.168825856	-0.081319226	0.935969428	0.055689527	0.040673436	0.951013165	0.946208423	1.181548726	0.04314097	0.050973158	0.127304648	0.950985519	0.0511982341098538	0.0808474839718476
12	0.9	pos	87.74158704	6.582859362	0.362719686	0.168825856	0.683149103	0.935969428	0.055689527	0.040673436	1.715481494	1.715632993	2.151646114	2.672363	5.749979463	0.133486375	0.950985519	5.73283113413004	0.0795304466195156
13	0	neg	0.97965481	0.694944247	0.384427793	0.027700003	-0.013342404	0.936412303	0.057011922	0.00667347	0.986755291	0.989005424	1.237943368	0.5465202	0.676561057	0.9118956	0.986750755	0.67834626233609	0.692436284567528
13	0	pos	3.726439349	2.654951013	0.384427793	0.027700003	0.112087288	0.936412303	0.057011922	0.00667347	1.112184984	1.104962788	1.379646394	1.897148	2.617393398	0.9120495	0.986750755	2.63191407550637	0.686378704334003
13	0.3	neg	0.966216528	0.519108349	0.384427793	0.040695941	-0.019602225	0.936412303	0.057011922	0.009804445	0.983626445	0.981460375	1.229418606	0.4013912	0.49347781	0.765354238	0.98361978	0.496850701528332	0.526597136665062
13	0.3	pos	6.550099836	3.519280611	0.384427793	0.040695941	0.164674986	0.936412303	0.057011922	0.009804445	1.167903656	1.169484385	1.461997878	2.387755	3.490892744	0.760747679	0.98361978	3.45643173025795	0.514752972534128
13	0.6	neg	0.957231649	0.266555432	0.384427793	0.072229552	-0.034791183	0.936412303	0.057011922	0.017401505	0.976034547	0.981871216	1.223629556	0.1965022	0.2404459	0.469963955	0.97602272	0.241622017050607	0.28060396762676
