t	P	cov	vg_GRMvarX_ganc.mean	vg_GRMvarX_ganc.CI95l	vg_GRMvarX_ganc.CI95r	vg_GRMvarX_noa.mean	vg_GRMvarX_noa.CI95l	vg_GRMvarX_noa.CI95r	vg_GRMvarX_gcta.mean	vg_GRMvarX_gcta.CI95l	vg_GRMvarX_gcta.CI95r	vg_GRMld_ganc.mean	vg_GRMld_ganc.CI95l	vg_GRMld_ganc.CI95r	vg_GRMld_noa.mean	vg_GRMld_noa.CI95l	vg_GRMld_noa.CI95r
16	0.0	pos	0.78086001	0.76335810	0.79686169	2.21026215	2.16906133	2.27205290	2.21276108	2.16829689	2.25851460	0.9863050	0.9723512	0.9996809	1.0885065	1.0737616	1.1031685
16	0.3	neg	0.63024225	0.62460492	0.63585391	0.61512338	0.60823815	0.62123870	0.61487833	0.60865113	0.62055908	0.9804077	0.9751013	0.9859513	0.9812242	0.9757257	0.9861299
16	0.3	pos	0.64705159	0.63488893	0.66156555	3.06241277	2.98727518	3.13455446	3.05524662	2.98603899	3.12419869	0.9861076	0.9772171	0.9938941	1.1400107	1.1293082	1.1484265
16	0.6	neg	0.36774344	0.36113878	0.37645988	0.33991324	0.33316913	0.34730108	0.33877222	0.33078349	0.34762175	0.9757586	0.9664079	0.9872590	0.9761242	0.9668725	0.9855895
16	0.6	pos	0.37416135	0.36873254	0.37938975	4.57313010	4.51216080	4.64715829	4.56798051	4.49700176	4.64987336	0.9814600	0.9724003	0.9910711	1.2546543	1.2439144	1.2629248
16	0.9	neg	0.09992045	0.09747290	0.10221604	0.07346691	0.07123254	0.07603404	0.07345693	0.07188876	0.07506209	0.9621737	0.9492901	0.9752926	0.9599942	0.9473140	0.9724877
16	0.9	pos	0.09882395	0.09738192	0.10069825	6.58615111	6.48777890	6.73253110	6.58184772	6.48974579	6.70112781	0.9505170	0.9345620	0.9657680	1.6936509	1.6799653	1.7079910
17	0.0	neg	0.79825179	0.78786883	0.80875093	0.79337742	0.78196249	0.80360829	0.79287085	0.78282102	0.80410345	0.9911470	0.9830926	0.9984790	0.9913208	0.9823432	1.0013348
17	0.0	pos	0.79947305	0.79065644	0.81169672	2.09730418	2.04845098	2.14867251	2.09529235	2.04844351	2.15182122	0.9837558	0.9768296	0.9909133	1.0828033	1.0722059	1.0938420
17	0.3	neg	0.66910258	0.65855368	0.68503540	0.65547804	0.64423474	0.66721465	0.65452514	0.64273670	0.66918137	0.9881940	0.9802708	0.9993572	0.9878175	0.9805134	0.9972030
17	0.3	pos	0.66499266	0.65426986	0.67656127	2.85361763	2.77376220	2.92863198	2.85477883	2.76818609	2.92444251	0.9791654	0.9674953	0.9906999	1.1204466	1.1108319	1.1319163
17	0.6	neg	0.40027647	0.39367835	0.40701291	0.37365308	0.36779646	0.38172868	0.37391834	0.36674986	0.38191955	0.9862664	0.9790626	0.9941050	0.9876107	0.9805358	0.9956525
17	0.6	pos	0.40072314	0.39078123	0.41056213	4.59652288	4.48785081	4.71274640	4.60271283	4.47792027	4.74639710	0.9871878	0.9746600	1.0032604	1.2541127	1.2350455	1.2724022
17	0.9	neg	0.09733949	0.09519621	0.09922011	0.07348427	0.07178320	0.07540810	0.07351477	0.07151932	0.07509941	0.9402158	0.9310389	0.9514275	0.9402537	0.9310159	0.9497190
17	0.9	pos	0.10194957	0.10040286	0.10373999	6.54279940	6.48288594	6.60220392	6.54646248	6.48314003	6.60095903	0.9635600	0.9534803	0.9721851	1.6896817	1.6811976	1.6974648
18	0.0	neg	0.81431299	0.80272479	0.82567052	0.80975749	0.79778099	0.82279174	0.80996357	0.79814098	0.82467363	0.9885915	0.9803759	0.9994851	0.9896967	0.9804853	0.9986122
18	0.0	pos	0.81130353	0.79404216	0.82330188	2.00279675	1.94483794	2.06042814	2.00141359	1.92651051	2.05791485	0.9776266	0.9701984	0.9861076	1.0718494	1.0624795	1.0826560
18	0.3	neg	0.70660499	0.69168700	0.72058150	0.69672358	0.68067614	0.71467775	0.69494777	0.68140978	0.70745955	0.9943712	0.9846455	1.0052203	0.9932855	0.9823401	1.0037123
18	0.3	pos	0.70218458	0.68941011	0.71417281	2.77555262	2.70142326	2.84082211	2.78011971	2.70765660	2.83983364	0.9938293	0.9824896	1.0063134	1.1309219	1.1201709	1.1419144
18	0.6	neg	0.43860704	0.42881016	0.44561968	0.41286528	0.40541057	0.42123985	0.41234168	0.40288820	0.41946317	0.9954038	0.9858757	1.0043222	0.9952184	0.9852500	1.0056250
18	0.6	pos	0.41980397	0.41259032	0.42673044	4.43075134	4.32310885	4.54841876	4.43486882	4.33075355	4.55037757	0.9770037	0.9681295	0.9836517	1.2271441	1.2126423	1.2401224
18	0.9	neg	0.10462073	0.10310999	0.10695382	0.08224910	0.08010432	0.08479750	0.08169968	0.07973659	0.08424733	0.9721776	0.9629450	0.9840784	0.9722120	0.9622954	0.9811764
18	0.9	pos	0.10228551	0.10082778	0.10389104	6.56643565	6.46856882	6.63200554	6.57474018	6.48265384	6.64634063	0.9601757	0.9509577	0.9702045	1.6746874	1.6539383	1.6914631
19	0.0	neg	0.83848307	0.82416295	0.86293597	0.83629483	0.82094534	0.85717094	0.83518747	0.81718023	0.85371456	0.9912623	0.9811919	1.0024661	0.9928395	0.9818625	1.0033732
19	0.0	pos	0.85601057	0.84063563	0.87337076	1.86197797	1.81832946	1.90391406	1.86023093	1.82052435	1.89571523	0.9957154	0.9869454	1.0072181	1.0793640	1.0707266	1.0876709
19	0.3	neg	0.72967556	0.72196693	0.73709425	0.72001851	0.70967105	0.72874401	0.72065032	0.71169800	0.73070706	0.9962476	0.9883750	1.0016977	0.9960932	0.9896275	1.0029883
19	0.3	pos	0.72387669	0.70235817	0.74231909	2.61300783	2.52743370	2.67514545	2.60792321	2.51069656	2.70495650	0.9894132	0.9784362	0.9996648	1.1168667	1.1038498	1.1248900
19	0.6	neg	0.45333985	0.44526835	0.46018818	0.43376384	0.42718489	0.44277949	0.43328706	0.42484442	0.44158213	0.9844535	0.9739438	0.9929832	0.9847836	0.9748430	0.9948935
19	0.6	pos	0.44848310	0.44324583	0.45440736	4.14794482	4.04354020	4.24928979	4.14625515	4.03757801	4.26439987	0.9807575	0.9717424	0.9881465	1.2102027	1.2006173	1.2206919
19	0.9	neg	0.10597634	0.10451123	0.10753114	0.08417770	0.08286034	0.08593012	0.08401353	0.08235093	0.08528210	0.9664050	0.9590495	0.9753757	0.9667944	0.9593879	0.9740637
19	0.9	pos	0.10506510	0.10303975	0.10751378	6.55954423	6.49596992	6.61710104	6.55908293	6.48624490	6.62192706	0.9592144	0.9448334	0.9734701	1.6583014	1.6459199	1.6723815
20	0.0	neg	0.85418202	0.83919150	0.86583174	0.85340300	0.84130229	0.86556028	0.85320302	0.84261185	0.86377741	0.9869260	0.9780637	0.9957742	0.9877700	0.9779260	0.9986193
20	0.0	pos	0.84362706	0.83488529	0.85383521	1.79606941	1.75092027	1.83327725	1.79203060	1.73944470	1.83821236	0.9784438	0.9706762	0.9873652	1.0597832	1.0486784	1.0678668
20	0.3	neg	0.75155781	0.73868075	0.76435350	0.74687930	0.73381940	0.75861554	0.74408021	0.73451875	0.75552315	0.9936820	0.9862326	1.0025748	0.9948894	0.9855542	1.0115453
20	0.3	pos	0.75200562	0.73003212	0.77122745	2.38754357	2.30810642	2.47891985	2.37942790	2.30267929	2.45328288	0.9956250	0.9843402	1.0105460	1.1081214	1.0948870	1.1205720
20	0.6	neg	0.48325600	0.47508985	0.49173437	0.46333700	0.45578573	0.47061244	0.46292720	0.45541125	0.47075109	0.9908500	0.9810055	1.0000913	0.9909706	0.9801255	1.0019439
20	0.6	pos	0.48157255	0.47518433	0.48890100	3.88321623	3.77527127	3.97900689	3.90026809	3.78769086	3.99369206	0.9870079	0.9790076	0.9972299	1.1953911	1.1880398	1.2025021
20	0.9	neg	0.10654621	0.10411504	0.10923505	0.08706409	0.08455611	0.09001019	0.08708031	0.08471969	0.09026549	0.9594852	0.9472281	0.9720580	0.9595918	0.9468678	0.9731973
20	0.9	pos	0.10711397	0.10612290	0.10829463	6.49366231	6.36546546	6.62541163	6.48274311	6.38051501	6.58050234	0.9594037	0.9525737	0.9665474	1.6350146	1.6205822	1.6482642
