t	P	cov	vg_HEreg_noa.mean	vg_HEreg_noa.CI95l	vg_HEreg_noa.CI95r	vg_HEreg_adj.mean	vg_HEreg_adj.CI95l	vg_HEreg_adj.CI95r	exp.vg	va.term1	va.term2	va.term3	va.term4	vg_GRMvarX_ganc.mean	vg_GRMvarX_ganc.CI95l	vg_GRMvarX_ganc.CI95r	vg_GRMvarX_noa.mean	vg_GRMvarX_noa.CI95l	vg_GRMvarX_noa.CI95r	vg_GRMvarX_gcta.mean	vg_GRMvarX_gcta.CI95l	vg_GRMvarX_gcta.CI95r	vg_GRMld_ganc.mean	vg_GRMld_ganc.CI95l	vg_GRMld_ganc.CI95r	vg_GRMld_noa.mean	vg_GRMld_noa.CI95l	vg_GRMld_noa.CI95r
18	0	pos	1.99732584	1.93565208	2.05523659	0.80060024	0.78818702	0.81827638	1.082549927	0.938410406	0.060154965	0.004719307	0.079265249	0.80935851	0.79546773	0.82345373	2.00959191	1.94813089	2.06310292	1.99911962	1.94897341	2.064181	0.9783489	0.9695186	0.9883731	1.0723718	1.0632297	1.0829465
18	0	zero	0.9342759	0.90901999	0.96497316	0.81048576	0.7879481	0.83105965	1.00339867202541	0.938410551557646	0.0601548697647092	0.00474147919916673	9.17715038838542e-05	0.82442521	0.80220141	0.84354053	0.94494362	0.92278868	0.97385454	0.94444134	0.92295738	0.96791399	0.9912482	0.975795	1.0038024	0.9963321	0.9805128	1.0118014
18	0.9	neg	0.06553022	0.06365713	0.06794592	0.08367098	0.08252286	0.08521526	0.961197917	0.938410406	0.060154965	0.03739287	-0.074760324	0.10483627	0.10329218	0.10711177	0.08221861	0.08002843	0.08462573	0.08217401	0.08004774	0.08427577	0.9720509	0.962321	0.9831914	0.9726099	0.9634564	0.9844959
18	0.9	pos	5.80483667	5.7151116	5.86771186	0.08167803	0.08019424	0.0828629	1.664007111	0.938410406	0.060154965	0.03739287	0.62804887	0.10224884	0.10043545	0.10400967	6.5731599	6.47572105	6.65072869	6.57316812	6.47721672	6.64108354	0.9600732	0.9482004	0.973808	1.6746354	1.6550883	1.6911497
18	0.9	zero	0.65990217	0.63706331	0.68954864	0.0823829	0.0816072	0.08346453	1.03679112631996	0.938400500117716	0.0601376874120979	0.0375266098789382	0.000726328911209415	0.1028913	0.10176161	0.10409087	0.75513224	0.72470106	0.78782863	0.75340727	0.71747074	0.7889659	0.9555524	0.9496017	0.9630534	1.0220318	1.0129012	1.0300077
19	0	neg	0.82307137	0.80730678	0.83950878	0.8293231	0.81116404	0.84790524	0.994599716	0.938770132	0.060229868	0.004403277	-0.00880356	0.83918329	0.82377988	0.85702841	0.83436686	0.81939717	0.85680604	0.83487738	0.81815946	0.85166144	0.9925074	0.9818769	1.0032953	0.9926969	0.9834545	1.0033583
19	0	pos	1.85832028	1.81259424	1.90639247	0.84501381	0.83346506	0.85871629	1.0773605	0.938770132	0.060229868	0.004403277	0.073957224	0.85596819	0.84338708	0.86919747	1.86479846	1.82459858	1.90736337	1.86274304	1.82744299	1.9144523	0.9958199	0.9877799	1.0071232	1.0791377	1.0712078	1.086555
19	0	zero	0.94420098	0.92259535	0.97182815	0.83589841	0.81098623	0.85686329	1.00350420511098	0.938766996730928	0.0602296776251199	0.00442194386908517	8.55868858450866e-05	0.84560253	0.82536135	0.86091764	0.95579218	0.93298733	0.9863332	0.96169999	0.93636557	0.99170714	0.9975442	0.9847778	1.010069	1.0004616	0.9868169	1.0119598
19	0.9	neg	0.06732188	0.06602758	0.06886725	0.08498022	0.08374683	0.0861454	0.962587589	0.938770132	0.060229868	0.036437177	-0.072849587	0.1058	0.10424429	0.10744205	0.08403991	0.08264108	0.08556589	0.08388124	0.08249421	0.08600726	0.9666062	0.9599456	0.9734041	0.9666059	0.9596209	0.9755136
19	0.9	pos	5.81948	5.7556911	5.90157418	0.08446034	0.08284252	0.08663513	1.647434267	0.938770132	0.060229868	0.036437177	0.611997091	0.10514984	0.10280994	0.10741197	6.56149136	6.49652523	6.64429841	6.55859467	6.48199074	6.63815227	0.9616443	0.9459661	0.9787243	1.6572477	1.6432319	1.6711893
19	0.9	zero	0.67663368	0.64639122	0.71242634	0.08506564	0.08387305	0.08658481	1.03619787681708	0.938761935767628	0.0602157836040174	0.0365134385033779	0.000706718942058104	0.1057601	0.10389497	0.10796248	0.76859262	0.73973052	0.80455479	0.76379576	0.73328695	0.80857454	0.9569815	0.9446666	0.9655568	1.0219166	1.0146533	1.0305551
2	0	neg	0.24729482	0.24330986	0.25146406	0.51804487	0.51195396	0.52571074	0.939711739	0.93058408	0.021441367	0.012322084	-0.024635792	0.56396472	0.55744233	0.57068762	0.27871833	0.27479754	0.28309434	0.27899293	0.2755181	0.28268145	0.9401591	0.9319286	0.9458138	0.9398943	0.9309632	0.9474676
2	0	pos	3.61332726	3.52092277	3.70463627	0.5074347	0.49784644	0.51818931	1.171308664	0.93058408	0.021441367	0.012322084	0.206961133	0.552768	0.54197766	0.56411001	3.81969331	3.73393189	3.92235869	3.81078196	3.72227199	3.90150085	0.9280033	0.9176022	0.940388	1.1777241	1.1643548	1.1882911
2	0	zero	0.63653882	0.6023544	0.67027121	0.51022874	0.49696058	0.52134284	0.9646419363347	0.930586738680718	0.0214665348490958	0.0123496351631448	0.000239027641740557	0.55656709	0.54484431	0.5706805	0.68803808	0.64721318	0.72645743	0.67737177	0.63710102	0.72006894	0.9341698	0.9213474	0.9489544	0.9736725	0.9591522	0.9870214
2	0.9	neg	0.10990043	0.10861214	0.11155537	0.3777883	0.3707	0.38401075	0.931676264	0.93058408	0.021441367	0.020363024	-0.040712208	0.44303885	0.43696955	0.45334561	0.13651242	0.1347821	0.13838079	0.1362831	0.13474813	0.13858309	0.9347383	0.9269414	0.9441729	0.9341295	0.9262878	0.9426673
2	0.9	pos	4.16024791	4.09171367	4.23830989	0.36419681	0.35531263	0.3726724	1.314404861	0.93058408	0.021441367	0.020363024	0.342016389	0.42732755	0.41661475	0.43796939	4.64302217	4.56285711	4.73186085	4.62664986	4.56191331	4.69976888	0.9189596	0.9065196	0.9354296	1.3256073	1.3068781	1.3434091
2	0.9	zero	0.55128344	0.52072618	0.58464579	0.36669758	0.35918905	0.3735529	0.972804398628552	0.93058445862566	0.0214448712351511	0.0203806014782828	0.000394467289458576	0.4308577	0.42214198	0.44132059	0.62330816	0.59520036	0.65905029	0.61706804	0.58318992	0.6555473	0.9275135	0.91791	0.9384414	0.9891445	0.9786118	0.9999066
20	0	neg	0.84382487	0.83229035	0.85533406	0.84443136	0.82871549	0.85961192	0.995171972	0.939117605	0.060159981	0.004108406	-0.00821402	0.85441214	0.84095629	0.86703986	0.85275987	0.83864898	0.86895669	0.85300389	0.84087595	0.86797455	0.9872611	0.9779352	0.9971526	0.9880925	0.9801492	0.9962308
20	0	pos	1.79138578	1.74074099	1.84364866	0.83525906	0.82671786	0.84544296	1.072390585	0.939117605	0.060159981	0.004108406	0.069004593	0.84388603	0.83622985	0.85150731	1.79774492	1.74992887	1.84388371	1.79522988	1.72933423	1.84238277	0.9796229	0.9733129	0.9861412	1.0604598	1.0520478	1.0691801
20	0	zero	0.93966425	0.91883493	0.95806203	0.83591801	0.82259223	0.85449942	1.00349007454054	0.939117242647495	0.0601599703746985	0.00413286967414726	7.99918441947659e-05	0.84867569	0.83318396	0.86395839	0.9495268	0.9304484	0.9715078	0.95163091	0.93379876	0.97613076	0.985528	0.9743201	0.9951642	0.9893496	0.9758809	0.9990296
20	0.9	neg	0.07051502	0.06864705	0.07312035	0.08617827	0.08421022	0.08851308	0.963883702	0.939117605	0.060159981	0.035417957	-0.07081184	0.10636564	0.10405243	0.10925621	0.08725264	0.08480962	0.09008543	0.08674988	0.0848326	0.08965208	0.9610572	0.9474129	0.971975	0.95915	0.9473732	0.9714904
20	0.9	pos	5.76124896	5.60885309	5.8947507	0.08647358	0.085604	0.08753853	1.629573863	0.939117605	0.060159981	0.035417957	0.594878321	0.10716284	0.10610025	0.10819156	6.49401848	6.34246039	6.62160303	6.49279504	6.38281407	6.60671689	0.9601589	0.9533106	0.9670048	1.6367634	1.6242709	1.6501248
20	0.9	zero	0.68632576	0.65656331	0.70810572	0.0887802	0.08777989	0.08968444	1.03547263953668	0.93910835938896	0.0601487478054507	0.035527888751812	0.000687643590452754	0.10966368	0.10866346	0.11040692	0.77385386	0.7450452	0.79742999	0.77484031	0.7428887	0.8008022	0.9661374	0.9592515	0.9717725	1.0294424	1.0243497	1.0342475
3	0	neg	0.27556035	0.26961447	0.28219901	0.47434521	0.46551818	0.48539955	0.945978642	0.9312104	0.027149765	0.012389943	-0.024771465	0.51655684	0.50674296	0.52849877	0.30540712	0.29979823	0.31368653	0.30531792	0.29913437	0.31253827	0.9525682	0.9432295	0.9620928	0.9531173	0.9438626	0.9632399
3	0	pos	3.8744397	3.80522748	3.95199729	0.46454359	0.44861503	0.47868094	1.178851007	0.9312104	0.027149765	0.012389943	0.2081009	0.5062123	0.48996161	0.51817939	4.06912326	4.00539192	4.14864231	4.06058218	3.99308949	4.1366897	0.9406767	0.9283502	0.9527453	1.1987088	1.1845269	1.2112192
3	0	zero	0.63883453	0.60803156	0.67015772	0.46790816	0.45814942	0.47934623	0.971065215065649	0.931215446113978	0.0271938719125998	0.0124155927851364	0.000240304253934455	0.50945593	0.49874074	0.51893335	0.68482384	0.64983494	0.73041946	0.67624418	0.63947781	0.71509667	0.9443583	0.9324115	0.9557665	0.9788568	0.9694328	0.990804
3	0.9	neg	0.08309959	0.08209458	0.08436357	0.26383931	0.26023187	0.2673564	0.933252557	0.9312104	0.027149765	0.025124685	-0.050232292	0.32043586	0.31640058	0.32466643	0.1051851	0.10376365	0.10641939	0.10503968	0.10389741	0.10647232	0.9225192	0.9131273	0.9305141	0.9236831	0.9159881	0.930485
3	0.9	pos	4.50981269	4.43498512	4.57366084	0.25461505	0.25039847	0.25880637	1.405477863	0.9312104	0.027149765	0.025124685	0.421993014	0.31096901	0.30591911	0.31606849	5.09803487	5.02775636	5.15737996	5.08633449	5.02143623	5.15807443	0.9302704	0.9232592	0.9381693	1.4288318	1.4198659	1.4384553
3	0.9	zero	0.55930238	0.53682289	0.58473935	0.25876083	0.25261551	0.26514231	0.9839782957676	0.93120920197429	0.0271390246725392	0.025143417355247	0.000486651765524129	0.31638626	0.30821381	0.32293361	0.6409899	0.61200003	0.66859515	0.63347288	0.61022532	0.65846644	0.932447	0.9194611	0.9449914	1.0034433	0.9942173	1.0142797
4	0	neg	0.30687832	0.30226082	0.31181327	0.45345055	0.44556878	0.46092786	0.952064531	0.931815384	0.032232528	0.011991532	-0.023974914	0.4891066	0.48188568	0.49678383	0.33529894	0.33050732	0.34073126	0.33523224	0.32991664	0.34080294	0.9491356	0.9398225	0.9572285	0.9499208	0.9409791	0.9578019
4	0	pos	3.71554462	3.65439633	3.76976537	0.44745412	0.44208841	0.45439292	1.177448651	0.931815384	0.032232528	0.011991532	0.201409206	0.48209021	0.4771551	0.48889391	3.87213359	3.80022324	3.93411766	3.86573392	3.79985002	3.92751704	0.9414475	0.9343805	0.9497062	1.1785791	1.171651	1.1849042
4	0	zero	0.70619694	0.68356637	0.72910246	0.45566815	0.44647633	0.46478902	0.976364426439506	0.931822435084341	0.0322892015150815	0.012020139597114	0.000232650242969511	0.49105905	0.48312687	0.50045504	0.74808484	0.72026656	0.77333078	0.7405227	0.70875555	0.76285372	0.9520438	0.9401489	0.9660581	0.9848511	0.9738676	0.9940505
4	0.9	neg	0.06948021	0.06870191	0.07035228	0.19863748	0.19654753	0.20148327	0.935004679	0.931815384	0.032232528	0.029062987	-0.058106221	0.24701341	0.24401822	0.24998182	0.08922874	0.08823374	0.09031711	0.08917186	0.08827922	0.09038682	0.9331729	0.9258111	0.9418642	0.9338852	0.9271998	0.9404434
4	0.9	pos	4.7427613	4.69163222	4.81366757	0.19324009	0.19012663	0.19649361	1.48125146	0.931815384	0.032232528	0.029062987	0.488140561	0.24094326	0.23761854	0.24489477	5.41247318	5.35044334	5.49910578	5.40334497	5.34163589	5.47397335	0.9314742	0.9223254	0.941521	1.5009027	1.4914255	1.5101475
4	0.9	zero	0.59584612	0.57045058	0.62191277	0.1968719	0.19185328	0.20239944	0.99364026387273	0.931812061201049	0.0322052454538841	0.0290604903605227	0.000562466857274434	0.24505119	0.23879552	0.25167997	0.68684474	0.6614179	0.71548785	0.68217558	0.6561804	0.70756403	0.9389659	0.9252034	0.9525447	1.019809	1.0044646	1.0347719
5	0	neg	0.34503232	0.34068755	0.35025317	0.45667229	0.45092364	0.46178375	0.957750549	0.932399761	0.036739844	0.011396802	-0.022785858	0.48813534	0.48293483	0.49347344	0.37193378	0.36721805	0.37649946	0.37210953	0.36717732	0.37712275	0.9536791	0.9477728	0.9605839	0.9545222	0.9486955	0.9601208
5	0	pos	3.7390058	3.63474498	3.82863335	0.46768221	0.45791948	0.47726917	1.17195656	0.932399761	0.036739844	0.011396802	0.191420153	0.50101651	0.48994544	0.5114078	3.87435268	3.78956438	3.98153886	3.86464461	3.7668406	3.98574273	0.9611829	0.951463	0.9722014	1.1869625	1.1761654	1.1967049
5	0	zero	0.72642358	0.70750008	0.7553833	0.45524707	0.44789673	0.46354439	0.980863478040336	0.932407729359383	0.0367985078504403	0.0114358985936044	0.000221342236908424	0.48565418	0.47684281	0.49537545	0.76708756	0.74256657	0.79846352	0.75896633	0.73429336	0.78862368	0.9518502	0.9422495	0.9620674	0.9814544	0.9702845	0.9916345
5	0.9	neg	0.06265387	0.06187027	0.06339596	0.15912805	0.1571706	0.16115849	0.936886922	0.932399761	0.036739844	0.03227462	-0.064527303	0.20092367	0.19788004	0.20332363	0.08095658	0.07992918	0.08216267	0.08099609	0.07976318	0.08194008	0.9372612	0.9287629	0.9451797	0.9371694	0.9321646	0.9435759
5	0.9	pos	4.93733554	4.89585612	4.99282498	0.15334516	0.14967862	0.15710419	1.543497209	0.932399761	0.036739844	0.03227462	0.542082984	0.19461678	0.18923235	0.19893615	5.66258468	5.59113659	5.72681826	5.65486561	5.59727972	5.72425649	0.930458	0.9213197	0.942553	1.5569257	1.5427296	1.5698153
5	0.9	zero	0.56800173	0.55003471	0.59282281	0.15743156	0.15440202	0.15968591	1.00199593078654	0.932394309962318	0.0366986762239663	0.0322781988765868	0.000624745723673551	0.19869639	0.19520854	0.2013064	0.65778635	0.63412058	0.68035434	0.65100695	0.63006203	0.67375538	0.9350257	0.9284534	0.9430277	1.0165349	1.0082589	1.0244559
6	0	neg	0.38194666	0.37521603	0.38836139	0.46909693	0.46105965	0.47562179	0.962955585	0.932964232	0.040718256	0.010734198	-0.021461101	0.49664043	0.48502914	0.50639642	0.40811069	0.40005948	0.41716334	0.40715032	0.3984065	0.41472427	0.9488533	0.9401595	0.9585194	0.9497137	0.940799	0.9586957
6	0	pos	3.61443782	3.54464846	3.69887033	0.47688389	0.47017846	0.48263414	1.164707774	0.932964232	0.040718256	0.010734198	0.180291088	0.50603386	0.49763894	0.51259255	3.71850927	3.6546899	3.7842999	3.71005991	3.6358433	3.785502	0.9607747	0.951301	0.9701775	1.170907	1.1615865	1.1789978
6	0	zero	0.76037316	0.73489535	0.79451802	0.47609426	0.46553236	0.48854556	0.984666569157506	0.932968373293285	0.0407460183117443	0.0107442227273397	0.000207954825136497	0.50523608	0.49526764	0.51836852	0.79201491	0.7562894	0.82002623	0.78546456	0.74938271	0.82313112	0.9597912	0.9493368	0.96975	0.9859357	0.9749191	0.9990406
6	0.9	neg	0.05737934	0.05620263	0.05863122	0.13246481	0.13025854	0.13538676	0.9388598	0.932964232	0.040718256	0.034846372	-0.069669059	0.1687518	0.16630227	0.17234503	0.07440023	0.07296082	0.07611299	0.07438125	0.07278457	0.07661023	0.937467	0.9292817	0.9466169	0.938275	0.9285111	0.9511352
6	0.9	pos	5.21085985	5.15174674	5.27360767	0.12878873	0.12572423	0.13156055	1.593806873	0.932964232	0.040718256	0.034846372	0.585278013	0.16482438	0.16120683	0.16757099	5.99235979	5.93503624	6.06518837	5.98447179	5.9156844	6.05723218	0.9349377	0.9264479	0.9445011	1.6209236	1.6088349	1.636847
6	0.9	zero	0.63538587	0.59740772	0.67146136	0.13125002	0.12923582	0.13314435	1.00910665361014	0.932956227756616	0.0406630270158477	0.0348135807056683	0.0006738181320088	0.16737207	0.16340553	0.17027669	0.73795246	0.68960559	0.78246623	0.73477034	0.69221412	0.7861564	0.934275	0.926147	0.9421035	1.0262606	1.0148899	1.0362375
7	0	neg	0.42918152	0.42228949	0.43689681	0.49656422	0.48905049	0.50366341	0.967663281	0.933509475	0.044210917	0.010063951	-0.020121061	0.52418572	0.5158758	0.53280813	0.45409944	0.44735026	0.4608162	0.45417206	0.44739128	0.46209466	0.9648603	0.9564548	0.9720531	0.9647419	0.9582174	0.9719856
7	0	pos	3.49271551	3.39846877	3.57947512	0.502725	0.49096428	0.51288724	1.15681798	0.933509475	0.044210917	0.010063951	0.169033638	0.52916889	0.5198445	0.53823119	3.5715107	3.47551073	3.65383325	3.56644673	3.4764286	3.64096196	0.9604355	0.9461644	0.9734281	1.1547691	1.1438483	1.165973
7	0	zero	0.75499403	0.72519603	0.78321776	0.4991599	0.48507897	0.51121376	0.98802410886256	0.933513138957217	0.0442331613730761	0.0100826583106905	0.000195150221576786	0.52330604	0.50934709	0.5361749	0.78472814	0.74878042	0.82273389	0.78071669	0.74963737	0.81509166	0.9579463	0.9458214	0.9719949	0.9791773	0.966744	0.9924294
7	0.9	neg	0.05360568	0.05228223	0.05491846	0.11273369	0.11081618	0.11464727	0.94088936	0.933509475	0.044210917	0.036856082	-0.073687114	0.1444352	0.14238545	0.14739657	0.06961131	0.06813315	0.07109085	0.06965232	0.06828977	0.070885	0.9333396	0.9216978	0.9453158	0.9335733	0.9252946	0.9467604
7	0.9	pos	5.32167591	5.23832037	5.40477545	0.11105485	0.10857045	0.11353074	1.633609487	0.933509475	0.044210917	0.036856082	0.619033013	0.14292154	0.13952721	0.14613826	6.14190981	6.03638623	6.24526541	6.1317259	6.00866655	6.24909516	0.9355627	0.9227525	0.9491215	1.6556627	1.6479513	1.6627148
7	0.9	zero	0.60939432	0.57632279	0.64055996	0.1150286	0.11288076	0.11666152	1.01523526936082	0.933498212002273	0.044140292967826	0.0368828946121196	0.000713869778599634	0.14722059	0.14422468	0.14955841	0.70802322	0.6697739	0.75023734	0.70507794	0.67439936	0.74240922	0.9417027	0.9319757	0.9501642	1.0314041	1.0214129	1.0398209
8	0	neg	0.48235142	0.47257813	0.49175112	0.53788637	0.52880204	0.54655077	0.971886906	0.934036144	0.047257828	0.009413465	-0.018820532	0.56279511	0.55220351	0.57533121	0.50598423	0.49698836	0.51546794	0.50545302	0.49507844	0.51693179	0.9790679	0.9673854	0.9923725	0.9788807	0.9685548	0.9900093
8	0	pos	3.50388103	3.42069069	3.58186837	0.52418576	0.51528076	0.5347215	1.148815551	0.934036144	0.047257828	0.009413465	0.158108114	0.54846469	0.53856372	0.5591305	3.57346059	3.50036695	3.64667107	3.57092872	3.48676882	3.63822295	0.9579635	0.9492166	0.9669558	1.1494564	1.1412592	1.1586102
8	0	zero	0.80049262	0.76483194	0.83170621	0.53218472	0.5218672	0.53993967	0.990911537237437	0.934037791744625	0.0472668064358942	0.00942452699117976	0.000182412065738164	0.55591866	0.54687259	0.56667336	0.82511937	0.79184711	0.85515135	0.82213585	0.78784567	0.85659971	0.9679594	0.9571518	0.9789823	0.9893604	0.9771398	1.0025517
8	0.9	neg	0.05181774	0.05097012	0.05267087	0.10218462	0.10109152	0.10328776	0.94294656	0.934036144	0.047257828	0.038373495	-0.076720907	0.131601	0.12979318	0.13298027	0.06739539	0.0665019	0.06844987	0.06748823	0.06642115	0.06868807	0.9411327	0.9340641	0.9508489	0.9419668	0.9340949	0.9498096
8	0.9	pos	5.45290032	5.33988538	5.53868629	0.09976615	0.09882124	0.1007452	1.664186867	0.934036144	0.047257828	0.038373495	0.6445194	0.12866289	0.12759041	0.12969652	6.28866884	6.16168485	6.40644131	6.29028891	6.19501524	6.41383708	0.9392871	0.9335196	0.945869	1.6894217	1.6745709	1.7028725
8	0.9	zero	0.65959361	0.6387272	0.6791288	0.101339	0.09982643	0.10273195	1.02038624598418	0.934022669344733	0.0471811701578982	0.0384384292725155	0.000743977209030433	0.13022015	0.12817839	0.13194353	0.7684026	0.7383647	0.80157745	0.76150066	0.73625283	0.78640225	0.9351319	0.9272839	0.9438528	1.0313973	1.0237031	1.0403768
9	0	neg	0.51830195	0.5108279	0.5274042	0.55864762	0.54809645	0.56726124	0.9756525	0.934544874	0.049896056	0.008794407	-0.017582837	0.58083708	0.57200743	0.58881383	0.53943988	0.52866849	0.54835865	0.53989041	0.53061381	0.55082731	0.9737922	0.9648108	0.9839918	0.9737909	0.9629937	0.9843055
9	0	pos	3.24824302	3.16317898	3.34681274	0.56613833	0.55763552	0.57321178	1.140945787	0.934544874	0.049896056	0.008794407	0.147710449	0.58842969	0.57768562	0.59639434	3.30973722	3.20998253	3.38642439	3.30760182	3.22088517	3.38893759	0.9699267	0.9625633	0.976113	1.1424293	1.1338098	1.1526845
9	0	zero	0.83829001	0.81014081	0.87164916	0.56152844	0.54804556	0.57262998	0.993449264590977	0.934546777416053	0.0499052861626394	0.00882636636736933	0.00017083464491539	0.58351039	0.5716517	0.59549341	0.86411438	0.82873404	0.9007213	0.86016776	0.83341338	0.89523899	0.9702557	0.9571529	0.9857297	0.9875754	0.9768653	1.000894
9	0.9	neg	0.05160465	0.05061163	0.05261177	0.09353453	0.0918923	0.09539271	0.945006713	0.934544874	0.049896056	0.039461038	-0.078895256	0.12057568	0.11875135	0.12259751	0.06702202	0.0658509	0.0683002	0.06690754	0.06567235	0.06819676	0.9448237	0.9346719	0.9557198	0.9442467	0.9359595	0.9550766
9	0.9	pos	5.53508839	5.44919425	5.63410992	0.092652	0.09073892	0.09430786	1.686687701	0.934544874	0.049896056	0.039461038	0.662785732	0.11920756	0.1162505	0.12139044	6.39631491	6.29746295	6.4835406	6.39153388	6.30369448	6.50770635	0.9447329	0.9299935	0.9585283	1.7116698	1.6894813	1.7265528
9	0.9	zero	0.63175398	0.60564407	0.65453481	0.09538742	0.09384408	0.09694615	1.02466823425026	0.934529025179928	0.0498147738830695	0.0395587736712794	0.000765661515978458	0.12299171	0.12045014	0.12547647	0.73032006	0.70966862	0.75915242	0.72923718	0.70496634	0.75737665	0.9485189	0.9403705	0.958076	1.0383119	1.0293014	1.0479705
