t	P	cov	va.term4	va.term1	va.term2	va.term3	exp.vg	var.pheno	vg_HEreg	vg_HEreg_new	vg_HEreg_cov	vg_123	vg_HEreg_noa	vg_HEreg_a
8	0	pos	0.158108114	0.934036144	0.047257828	0.009413465	1.148815551	1.422281944	2.441359	3.472300825	0.7937937	0.971880507	3.50587775783654	0.524590646847185
8	0.3	neg	-0.027042968	0.934036144	0.047257828	0.013526081	0.967777085	1.212755125	0.2604017	0.315803496	0.679055619	0.967767891	0.315861806829836	0.384189621621477
8	0.3	pos	0.227183415	0.934036144	0.047257828	0.013526081	1.222003469	1.532852579	2.75641	4.225170176	0.672370187	0.967767891	4.25460670339789	0.38509585549433
8	0.6	neg	-0.043272792	0.934036144	0.047257828	0.021643751	0.959664932	1.202949276	0.1251409	0.150538155	0.377836599	0.959650221	0.15040377190093	0.218946901643058
8	0.6	pos	0.363527423	0.934036144	0.047257828	0.021643751	1.366465146	1.723753356	2.863688	4.936291801	0.378915493	0.959650221	4.90074507071444	0.220851021407121
8	0.9	neg	-0.076720907	0.934036144	0.047257828	0.038373495	0.94294656	1.185445555	0.04390947	0.052052286	0.158092078	0.942920477	0.0518066661672782	0.102212686135145
8	0.9	pos	0.6445194	0.934036144	0.047257828	0.038373495	1.664186867	2.087120107	2.602675	5.432095324	0.164482585	0.942920477	5.44920605377933	0.0997335343625126
9	0	neg	-0.017582837	0.934544874	0.049896056	0.008794407	0.9756525	1.233662034	0.4245024	0.523692494	0.8340306	0.975646523	0.517835348871615	0.55875772936311
9	0	pos	0.147710449	0.934544874	0.049896056	0.008794407	1.140945787	1.421022332	2.272375	3.229095621	0.834268	0.975646523	3.25271367210506	0.566247727085766
9	0.3	neg	-0.02547228	0.934544874	0.049896056	0.01274047	0.97170912	1.209725689	0.290715	0.351685404	0.677589751	0.97170046	0.358395535094256	0.417403239020192
9	0.3	pos	0.213988328	0.934544874	0.049896056	0.01274047	1.211169728	1.505183721	2.700178	4.064263971	0.679129358	0.97170046	4.10148810595185	0.401014515671421
9	0.6	neg	-0.041932129	0.934544874	0.049896056	0.020973192	0.963481993	1.200516887	0.1345967	0.161585611	0.414387836	0.963467738	0.161937043966408	0.221981031750861
9	0.6	pos	0.352264739	0.934544874	0.049896056	0.020973192	1.357678861	1.690213627	2.956344	4.996852914	0.40542321	0.963467738	5.01491313028646	0.222761348254738
9	0.9	neg	-0.078895256	0.934544874	0.049896056	0.039461038	0.945006713	1.176128058	0.04374299	0.051447358	0.151180382	0.944979892	0.0516259492168214	0.0935230157563684
9	0.9	pos	0.662785732	0.934544874	0.049896056	0.039461038	1.686687701	2.112702548	2.604289	5.502088006	0.147899054	0.944979892	5.54305249904031	0.0925496597869571
10	0	neg	-0.016416311	0.935036274	0.052159941	0.008210946	0.97899085	1.216417847	0.4667921	0.567814241	0.8594479	0.978985269	0.580971721948778	0.615498988777732
10	0	pos	0.137910662	0.935036274	0.052159941	0.008210946	1.133317823	1.401520774	2.211732	3.099788344	0.8596536	0.978985269	3.12955790506146	0.590681814999748
10	0.3	neg	-0.023917351	0.935036274	0.052159941	0.011962741	0.975241605	1.222657664	0.3163934	0.386840815	0.70975117	0.975233474	0.389529410546236	0.439525336991914
10	0.3	pos	0.200925632	0.935036274	0.052159941	0.011962741	1.200084588	1.495042219	2.678001	4.003724556	0.701301655	0.975233474	4.04546919598073	0.434111152757631
10	0.6	neg	-0.040327374	0.935036274	0.052159941	0.020170542	0.967039383	1.208004274	0.1479717	0.178750446	0.418464421	0.967025673	0.178979889335704	0.232606770776035
10	0.6	pos	0.338783464	0.935036274	0.052159941	0.020170542	1.346150221	1.67368909	2.982897	4.992442165	0.426933409	0.967025673	5.01629890933593	0.234502884661545
10	0.9	neg	-0.080321765	0.935036274	0.052159941	0.040174535	0.947048986	1.186115982	0.0426834	0.050627463	0.142452062	0.94702168	0.0505006456041749	0.0876092138169133
10	0.9	pos	0.674769593	0.935036274	0.052159941	0.040174535	1.702140343	2.114320389	2.630932	5.56263317	0.140399376	0.94702168	5.55758935924496	0.0842714035534237
11	0	neg	-0.015322246	0.935510935	0.054081283	0.007663727	0.981933701	1.229922316	0.4903835	0.60313361	0.8669506	0.981928491	0.602816196727144	0.627002005130901
11	0	pos	0.128719601	0.935510935	0.054081283	0.007663727	1.125975547	1.408462626	2.024305	2.851157936	0.8667081	0.981928491	2.84644530060251	0.631699435341258
11	0.3	neg	-0.022410405	0.935510935	0.054081283	0.011209012	0.978390826	1.225651184	0.3444442	0.422168442	0.734482451	0.978383206	0.422189902995849	0.46378380731998
11	0.3	pos	0.188266031	0.935510935	0.054081283	0.011209012	1.189067262	1.485288626	2.617985	3.888463344	0.731250511	0.978383206	3.92733371330052	0.465776449792462
11	0.6	neg	-0.03855663	0.935510935	0.054081283	0.019284869	0.970320458	1.210158571	0.1603448	0.194042634	0.455163533	0.970307349	0.194147033661266	0.242535802598035
11	0.6	pos	0.323907747	0.935510935	0.054081283	0.019284869	1.332784835	1.65910767	2.996312	4.97120422	0.448397066	0.970307349	4.99406378329826	0.247465568109564
11	0.9	neg	-0.081100115	0.935510935	0.054081283	0.040563843	0.949055947	1.188787076	0.04313207	0.051274847	0.137185568	0.949028375	0.0508862189265519	0.0832116128813206
11	0.9	pos	0.681308383	0.935510935	0.054081283	0.040563843	1.711464444	2.157116849	2.622033	5.656031563	0.135973525	0.949028375	5.66352387586875	0.083694521240148
12	0	neg	-0.014298714	0.935969428	0.055689527	0.007151787	0.984512029	1.227051005	0.5173013	0.63475508	0.8707124	0.984507168	0.633111307214888	0.652041627111323
12	0	pos	0.12012108	0.935969428	0.055689527	0.007151787	1.118931823	1.420808843	1.992781	2.831360867	0.8705286	0.984507168	2.82000759693369	0.671015331055257
12	0.3	neg	-0.020969122	0.935969428	0.055689527	0.010488126	0.981177959	1.234073145	0.3728983	0.460183778	0.7344849	0.981170829	0.457820906555938	0.492425535967822
12	0.3	pos	0.17615806	0.935969428	0.055689527	0.010488126	1.178305141	1.46889757	2.555672	3.754020391	0.745385459	0.981170829	3.81618522727658	0.494362009964574
12	0.6	neg	-0.036693157	0.935969428	0.055689527	0.018352815	0.973318614	1.212293035	0.1766355	0.214133986	0.45530733	0.97330614	0.213418273495785	0.256822924940956
12	0.6	pos	0.308253019	0.935969428	0.055689527	0.018352815	1.318264789	1.6315533	2.950691	4.814209638	0.451944818	0.97330614	4.90045648263759	0.264500154908693
12	0.9	neg	-0.081319226	0.935969428	0.055689527	0.040673436	0.951013165	1.181548726	0.04314097	0.050973158	0.127304648	0.950985519	0.0511982341098538	0.0808474839718476
12	0.9	pos	0.683149103	0.935969428	0.055689527	0.040673436	1.715481494	2.151646114	2.672363	5.749979463	0.133486375	0.950985519	5.73283113413004	0.0795304466195156
13	0	neg	-0.013342404	0.936412303	0.057011922	0.00667347	0.986755291	1.237943368	0.5465202	0.676561057	0.9118956	0.986750755	0.67834626233609	0.692436284567528
13	0	pos	0.112087288	0.936412303	0.057011922	0.00667347	1.112184984	1.379646394	1.897148	2.617393398	0.9120495	0.986750755	2.63191407550637	0.686378704334003
13	0.3	neg	-0.019602225	0.936412303	0.057011922	0.009804445	0.983626445	1.229418606	0.4013912	0.49347781	0.765354238	0.98361978	0.496850701528332	0.526597136665062
13	0.3	pos	0.164674986	0.936412303	0.057011922	0.009804445	1.167903656	1.461997878	2.387755	3.490892744	0.760747679	0.98361978	3.45643173025795	0.514752972534128
13	0.6	neg	-0.034791183	0.936412303	0.057011922	0.017401505	0.976034547	1.223629556	0.1965022	0.2404459	0.469963955	0.97602272	0.241622017050607	0.28060396762676
13	0.6	pos	0.292274862	0.936412303	0.057011922	0.017401505	1.303100593	1.643968963	2.991399	4.917767111	0.473331612	0.97602272	4.90380685831169	0.28110510172735
13	0.9	neg	-0.081058316	0.936412303	0.057011922	0.040542936	0.952908845	1.198443557	0.0438535	0.052555945	0.128723101	0.952881289	0.052179217730134	0.0787349806824923
13	0.9	pos	0.68095724	0.936412303	0.057011922	0.040542936	1.714924402	2.145225272	2.680008	5.749220891	0.129263614	0.952881289	5.76917469190803	0.0787634856986804
14	0	neg	-0.012449499	0.936840092	0.058073679	0.006226866	0.988691137	1.241424223	0.5728707	0.711175563	0.911948	0.988686905	0.709138704906766	0.71988845423182
14	0	pos	0.10458614	0.936840092	0.058073679	0.006226866	1.105726776	1.369352576	1.761885	2.412641763	0.9116894	0.988686905	2.46291373786215	0.735114559487522
14	0.3	neg	-0.018312968	0.936840092	0.058073679	0.009159597	0.985760399	1.243960193	0.4331427	0.538812277	0.789385866	0.985754174	0.541954232310644	0.56557815856592
14	0.3	pos	0.153844157	0.936840092	0.058073679	0.009159597	1.157917524	1.45088847	2.364598	3.430767975	0.802427748	0.985754174	3.42469814354139	0.55113672943367
14	0.6	neg	-0.032890397	0.936840092	0.058073679	0.016450789	0.978474163	1.228577176	0.2132419	0.261984131	0.461547096	0.978462982	0.259150049659919	0.292991521654613
14	0.6	pos	0.276306674	0.936840092	0.058073679	0.016450789	1.287671234	1.616260951	2.954573	4.775360968	0.469890087	0.978462982	4.72040557666044	0.292135290608277
14	0.9	neg	-0.080387856	0.936840092	0.058073679	0.040207592	0.954733507	1.194466246	0.04524722	0.054046277	0.12927785	0.954706179	0.0540939837613323	0.0781152674617392
14	0.9	pos	0.675324818	0.936840092	0.058073679	0.040207592	1.710446181	2.119577178	2.726361	5.778732555	0.129524938	0.954706179	5.85769749767908	0.0782851332529777
15	0	neg	-0.011616081	0.937253308	0.058898113	0.005810015	0.990345356	1.235571621	0.5899627	0.72894117	0.8947224	0.990341406	0.72731455822232	0.736385213937294
15	0	pos	0.097584735	0.937253308	0.058898113	0.005810015	1.099546172	1.378414966	1.712455	2.360473601	0.8948615	0.990341406	2.36908506956173	0.751101738388227
15	0.3	neg	-0.017101324	0.937253308	0.058898113	0.008553569	0.987603666	1.240924004	0.4562741	0.566201483	0.837797194	0.987597852	0.560161234846022	0.578583925489302
15	0.3	pos	0.143665338	0.937253308	0.058898113	0.008553569	1.148370329	1.431184098	2.216925	3.172827807	0.841768429	0.987597852	3.20009538882696	0.593556461128278
15	0.6	neg	-0.031019392	0.937253308	0.058898113	0.015514969	0.980646998	1.230441151	0.236494	0.290991949	0.501466468	0.980636452	0.291871370070884	0.323001378815712
15	0.6	pos	0.260588683	0.937253308	0.058898113	0.015514969	1.272255073	1.588341212	2.910575	4.622986224	0.501824566	0.980636452	4.63226658054084	0.320718818102306
15	0.9	neg	-0.079370442	0.937253308	0.058898113	0.039698713	0.956479692	1.191774304	0.04687193	0.055860762	0.1244834	0.956452708	0.0559112645863881	0.0779416479610236
15	0.9	pos	0.666777696	0.937253308	0.058898113	0.039698713	1.70262783	2.125996869	2.744307	5.834388089	0.122327915	0.956452708	5.83830424986808	0.0765546761926867
16	0	neg	-0.010838326	0.937652449	0.05950678	0.005421005	0.991741909	1.229940678	0.6098806	0.750116959	0.9369138	0.991738224	0.755219430365367	0.762018372940398
16	0	pos	0.091050944	0.937652449	0.05950678	0.005421005	1.093631179	1.357979545	1.605276	2.179931972	0.937106	0.991738224	2.19810785102001	0.768074969966758
16	0.3	neg	-0.015965342	0.937652449	0.05950678	0.007985385	0.989179272	1.240899704	0.486036	0.603121929	0.809723825	0.989173844	0.596693765171296	0.611597070204626
16	0.3	pos	0.134122144	0.937652449	0.05950678	0.007985385	1.139266758	1.420058776	2.116456	3.005491916	0.814116613	0.989173844	3.0186174483774	0.62745006272135
16	0.6	neg	-0.029198335	0.937652449	0.05950678	0.014604131	0.982565025	1.238543764	0.2570737	0.318397028	0.525106821	0.982555098	0.314970418285913	0.34259020757461
16	0.6	pos	0.245290284	0.937652449	0.05950678	0.014604131	1.257053644	1.56078836	2.808042	4.382759267	0.517130852	0.982555098	4.41225798661758	0.348049593946898
16	0.9	neg	-0.078061582	0.937652449	0.05950678	0.03904406	0.958141707	1.198371192	0.04813337	0.057681644	0.127564559	0.958115169	0.0579249145274928	0.0789631706900421
16	0.9	pos	0.655782184	0.937652449	0.05950678	0.03904406	1.691985474	2.102450234	2.729462	5.738558021	0.127760597	0.958115169	5.78736730237867	0.0781339548359764
